"","Word","Feeling"
"3627","fanhoso","-1"
"3628","fantasiar","-1"
"3630","fantasista","-1"
"3631","fantástico","1"
"3632","fareleiro","-1"
"3633","farisaico","-1"
"3634","fariseu","-1"
"3635","farrista","-1"
"3636","farronqueiro","-1"
"3637","farsa","-1"
"3638","farsante","-1"
"3639","farsista","-1"
"3640","farsola","-1"
"3641","fascinante","1"
"3642","fascinar","1"
"3644","fascista","-1"
"3645","fastidioso","-1"
"3646","fastio","-1"
"3647","fatal","-1"
"3648","fatalista","-1"
"3649","fatigado","-1"
"3650","fatigante","-1"
"3651","fátuo","-1"
"3652","favorável","1"
"3653","favorecer","-1"
"3655","fazer à custa de","-1"
"3657","fazer a folha a","-1"
"3659","fazer asneira","-1"
"3660","fazer beicinho","-1"
"3661","fazer biquinho","-1"
"3662","fazer boa figura","1"
"3663","fazer caretas","-1"
"3664","fazer com os olhos fechados","1"
"3665","fazer com uma perna às costas","1"
"3666","fazer das tripas coração","1"
"3667","fazer faísca","-1"
"3668","fazer figura de urso","-1"
"3669","fazer figura triste","-1"
"3670","fazer filmes","-1"
"3671","fazer gato e sapato de","-1"
"3673","fazer horas","-1"
"3674","fazer má figura","-1"
"3675","fazer orelhas moucas","-1"
"3676","fazer ouvidos de mercador","-1"
"3677","fazer pouco de","0"
"3679","fazer sombra a","1"
"3681","fazer um grande feito","1"
"3682","fazer um negócio da China","1"
"3683","fazer uma boa jogada","1"
"3684","fazer uma figura decente","1"
"3685","fazer uma jogada de mestre","1"
"3686","fazer uma rica parelha","-1"
"3688","fazer uma tempestade num copo de água","-1"
"3689","fazer vista grossa","-1"
"3690","fazer xeque-mate","1"
"3691","fazer-se de vítima","-1"
"3692","febril","-1"
"3693","fechado","-1"
"3695","fechar os olhos","-1"
"3696","fechar-se em copas","-1"
"3697","fecundo","1"
"3698","fedor","-1"
"3699","fedorento","-1"
"3700","feio","-1"
"3701","feiticista","-1"
"3702","feitiço","-1"
"3703","felicidade","1"
"3704","felicitar","0"
"3706","felino","-1"
"3707","feliz","1"
"3708","felizardo","1"
"3709","femeeiro","-1"
"3710","fenomenal","1"
"3711","ferido","-1"
"3712","ferino","-1"
"3713","ferir","0"
"3715","fero","-1"
"3716","feroz","-1"
"3717","ferrado","-1"
"3718","ferrenho","-1"
"3719","férreo","-1"
"3721","fértil","1"
"3722","ferver em pouca água","-1"
"3723","fervoroso","0"
"3724","fescenino","-1"
"3725","festeiro","0"
"3726","festivo","1"
"3727","fetichista","-1"
"3728","fiabilidade","1"
"3729","fiável","1"
"3730","ficar a apanhar bonés","-1"
"3731","ficar a chupar no dedo","-1"
"3732","ficar à deriva","-1"
"3733","ficar a dormir à sombra da bananeira","-1"
"3734","ficar a falar para as paredes","-1"
"3735","ficar a falar sozinho","-1"
"3736","ficar a jeito","-1"
"3737","ficar à nora","-1"
"3738","ficar a pensar na morte da bezerra","-1"
"3739","ficar a secar","-1"
"3740","ficar à sombra da bananeira","-1"
"3741","ficar à sombra de","-1"
"3743","ficar a ver navios","-1"
"3744","ficar ao deus dará","-1"
"3745","ficar aos caídos","-1"
"3746","ficar às aranhas","-1"
"3747","ficar às cegas","-1"
"3748","ficar com a cabeça em água","-1"
"3749","ficar com a cabeça na lua","-1"
"3750","ficar com as calças na mão","-1"
"3751","ficar com cara de caso","-1"
"3752","ficar com dor de corno","-1"
"3753","ficar com dor de cotovelo","-1"
"3754","ficar com macacos na cabeça","-1"
"3755","ficar com macacos no sótão","-1"
"3756","ficar com macaquinhos na cabeça","-1"
"3757","ficar com macaquinhos no sótão","-1"
"3758","ficar com o coração nas mãos","-1"
"3759","ficar com os louros","-1"
"3760","ficar de mãos a abanar","-1"
"3761","ficar de mãos atadas","-1"
"3762","ficar de mãos e pés atados","-1"
"3763","ficar de molho","-1"
"3764","ficar de pés atados","-1"
"3765","ficar de tanga","-1"
"3766","ficar de trombas","-1"
"3767","ficar em pedaços","-1"
"3768","ficar em primeiro","1"
"3769","ficar em último","-1"
"3770","ficar enterrado até às orelhas","-1"
"3771","ficar feito barata tonta","-1"
"3772","ficar fora de si","-1"
"3773","ficar mal visto","-1"
"3774","ficar na lua","-1"
"3775","ficar nas mãos de","-1"
"3777","ficar num beco sem saída","-1"
"3778","ficar para tio","-1"
"3779","ficar pelos cabelos","-1"
"3780","ficar reduzido a nada","-1"
"3781","ficar reduzido a zero","-1"
"3782","ficar sem argumentos","-1"
"3783","fictício","-1"
"3784","fidalgo","0"
"3785","fidedignidade","1"
"3786","fidedigno","1"
"3787","fidelidade","1"
"3788","fiel","1"
"3789","figadal","0"
"3790","filantrópico","1"
"3791","filantropo","1"
"3792","filho da puta","-1"
"3793","filosofante","0"
"3794","filosófico","0"
"3795","filósofo","0"
"3796","finado","-1"
"3797","fincado","-1"
"3798","fingido","-1"
"3799","fingidor","-1"
"3800","fingimento","-1"
"3801","fingir","-1"
"3803","fino","0"
"3804","finório","-1"
"3805","fintar","1"
"3807","firme","1"
"3808","firmeza","1"
"3809","fisgado","-1"
"3810","fiteiro","-1"
"3811","fitinhas","-1"
"3812","fiúza","-1"
"3813","fixe","1"
"3814","flagelado","-1"
"3815","flagelante","-1"
"3816","flagelar","1"
"3818","flamante","0"
"3819","flamejante","0"
"3820","flatulência","-1"
"3821","flatulento","-1"
"3822","flébil","-1"
"3823","fleumático","0"
"3824","flexibilidade","1"
"3825","flexível","1"
"3826","fluência","1"
"3827","fluente","1"
"3828","fluidez","1"
"3829","fluido","1"
"3830","fodido","-1"
"3831","fofo","1"
"3832","fofoqueiro","-1"
"3833","fofoquice","-1"
"3834","fogoso","0"
"3835","foito","0"
"3836","folclórico","-1"
"3838","foleirice","-1"
"3839","foleiro","-1"
"3840","folgado","-1"
"3841","folgazão","0"
"3842","folião","0"
"3843","fome","-1"
"3844","foragido","-1"
"3845","forasteiro","-1"
"3847","forçado","-1"
"3848","formal","0"
"3849","formalista","0"
"3850","formidável","1"
"3851","formoso","1"
"3852","formosura","1"
"3853","fornicador","-1"
"3854","forreta","-1"
"3855","fortalecido","1"
"3856","forte","1"
"3857","fortificado","1"
"3858","fosco","-1"
"3859","fotogenia","1"
"3860","fotogénico","1"
"3861","fracalhote","-1"
"3862","fracassado","-1"
"3863","fracassar","-1"
"3864","fracasso","-1"
"3865","fraco","-1"
"3866","fracote","-1"
"3867","frágil","-1"
"3868","fragilidade","-1"
"3869","fragilizado","-1"
"3870","fragilizar","1"
"3872","fragmentado","-1"
"3873","franco","1"
"3874","francófilo","0"
"3875","francófobo","-1"
"3876","franqueza","1"
"3877","franzino","-1"
"3878","fraqueza","-1"
"3879","fraternal","1"
"3880","fraternidade","1"
"3881","fraterno","1"
"3882","fraturado","-1"
"3883","fraude","-1"
"3884","fraudulento","-1"
"3885","fremente","0"
"3886","frenético","-1"
"3887","frescalhote","1"
"3888","fresco","0"
"3889","frieza","-1"
"3890","frigidez","-1"
"3891","frígido","-1"
"3892","frio","-1"
"3893","frito","-1"
"3894","frivolidade","-1"
"3895","frívolo","-1"
"3896","frontal","1"
"3897","frontalidade","1"
"3898","frouxidão","-1"
"3899","frouxo","-1"
"3900","frugal","1"
"3901","fruste","-1"
"3902","frustração","-1"
"3903","frustrado","-1"
"3904","frustrar","-1"
"3906","fugaz","0"
"3907","fugidio","-1"
"3908","fugido","-1"
"3909","fugir à questão","-1"
"3910","fugir à responsabilidade","-1"
"3911","fugir a sete pés","-1"
"3912","fugir ao fisco","-1"
"3913","fugir às perguntas","-1"
"3914","fugir às responsabilidades","-1"
"3915","fugir com o rabo à seringa","-1"
"3916","fugir","-1"
"3918","fugitivo","-1"
"3919","fujão","-1"
"3920","fulgurante","0"
"3921","fulminante","-1"
"3922","fulo","-1"
"3923","funcional","1"
"3924","fundamentado","1"
"3925","fundamentalista","-1"
"3926","funesto","-1"
"3927","furão","0"
"3928","furibundo","-1"
"3929","furioso","-1"
"3930","furtar","-1"
"3932","furtivo","-1"
"3933","fustigar","1"
"3935","fútil","-1"
"3936","futilidade","-1"
"3937","futurista","0"
"3938","fuzilar","1"
"3940","gabar-se","-1"
"3941","gabaritado","1"
"3942","gabarola","-1"
"3943","gabiru","-1"
"3944","gadelhudo","-1"
"3945","gafo","-1"
"3946","gagá","-1"
"3947","gago","-1"
"3948","gaguez","-1"
"3949","gaiteiro","-1"
"3950","galante","1"
"3951","galanteador","0"
"3952","galdério","-1"
"3953","galhardo","1"
"3954","galhofeiro","0"
"3955","gamar","-1"
"3957","ganância","-1"
"3958","ganancioso","-1"
"3959","gandulagem","-1"
"3960","gandulo","-1"
"3961","gangrena","-1"
"3962","ganhar","1"
"3964","ganir","-1"
"3965","ganzado","-1"
"3966","garboso","1"
"3967","garganeiro","-1"
"3968","garotice","-1"
"3969","garoto","-1"
"3970","garrido","0"
"3971","gaseado","-1"
"3972","gastador","-1"
"3973","gastar mundos e fundos","-1"
"3974","gasto","-1"
"3976","gatuno","-1"
"3977","gaudério","-1"
"3978","gay","0"
"3979","gelado","-1"
"3980","gélido","-1"
"3981","generalizador","0"
"3982","generosidade","1"
"3983","generoso","1"
"3984","genial","1"
"3985","genialidade","1"
"3986","génio","1"
"3987","genioso","-1"
"3988","gentil","1"
"3989","gentileza","1"
"3990","gentinha","-1"
"3991","gentio","-1"
"3993","genuinidade","1"
"3994","genuíno","1"
"3995","germanófilo","0"
"3996","germanófobo","-1"
"3997","gigante","0"
"3998","gigantesco","0"
"3999","gingão","-1"
"4000","glamoroso","1"
"4001","glamour","1"
"4002","glória","1"
"4003","glorificado","1"
"4004","glorioso","1"
"4005","glutão","-1"
"4006","goliardo","-1"
"4007","golpeado","-1"
"4008","gorado","-1"
"4009","gordanchudo","-1"
"4010","gordo","-1"
"4011","gorducho","-1"
"4012","gordurento","-1"
"4013","gorduroso","-1"
"4014","gostar","0"
"4016","gostável","1"
"4017","gostoso","1"
"4018","governado","1"
"4020","gozador","-1"
"4021","gozar","1"
"4023","gozo","-1"
"4024","grácil","1"
"4025","graciosidade","1"
"4026","gracioso","1"
"4027","grafomania","-1"
"4028","grafomaníaco","-1"
"4029","grafómano","-1"
"4030","grandalhão","0"
"4031","grandiloquente","1"
"4032","grandíloquo","1"
"4033","grandiosidade","1"
"4034","grandioso","1"
"4035","grato","1"
"4036","grazina","-1"
"4037","grimpo","1"
"4038","gringo","-1"
"4039","gritante","-1"
"4040","grosseirão","-1"
"4041","grosseirismo","-1"
"4042","grosseiro","-1"
"4043","grosseria","-1"
"4044","grosso","-1"
"4045","grotesco","-1"
"4046","grudento","-1"
"4047","guapo","1"
"4048","guerra","-1"
"4049","guerreiro","0"
"4050","guicho","0"
"4051","guloso","-1"
"4052","hábil","0"
"4053","habilidade","1"
"4054","habilidoso","1"
"4055","habilitado","1"
"4056","handicap","-1"
"4057","harmonia","1"
"4058","harmônico","1"
"4059","harmónico","1"
"4060","harmonioso","1"
"4061","hediondez","-1"
"4062","hediondo","-1"
"4063","hemiplegia","-1"
"4064","hercúleo","1"
"4065","herege","-1"
"4066","heresia","-1"
"4067","herético","-1"
"4068","hermético","-1"
"4069","herodiano","-1"
"4070","heroicidade","1"
"4071","heróico","1"
"4072","heroinomania","-1"
"4073","heroinómano","-1"
"4074","hesitante","-1"
"4075","heteróclito","-1"
"4076","heterogéneo","-1"
"4078","heterogêneo","-1"
"4080","hidratado","0"
"4081","hidrófobo","-1"
"4082","higiénico","1"
"4083","hílare","1"
"4084","hilariante","0"
"4085","hiperactivo","-1"
"4087","hiperativo","-1"
"4089","hiperbólico","-1"
"4090","hiperconservador","-1"
"4091","hiperconservadorismo","-1"
"4092","hipercrítico","-1"
"4093","hiperculto","1"
"4094","hiperdotado","1"
"4095","hipersensibilidade","-1"
"4096","hipersensível","-1"
"4097","hipnotização","-1"
"4098","hipnotizado","-1"
"4099","hipnotizar","-1"
"4101","hipnotizável","-1"
"4102","hipocondria","-1"
"4103","hipocondríaco","-1"
"4104","hipocrisia","-1"
"4105","hipócrita","-1"
"4106","hirsuto","-1"
"4107","hirto","0"
"4108","histeria","-1"
"4109","histérico","-1"
"4110","histriónico","-1"
"4111","hodierno","1"
"4112","homenagear","0"
"4114","homicida","-1"
"4115","homicídio","-1"
"4116","homiziado","-1"
"4117","homogéneo","1"
"4118","honestidade","1"
"4119","honesto","1"
"4120","honorabilidade","1"
"4121","honorável","1"
"4122","honra","1"
"4123","honradez","1"
"4124","honrado","1"
"4125","honrar a sua palavra","1"
"4126","honrar os seus compromissos","1"
"4127","honrar","1"
"4129","honroso","1"
"4130","horrendo","-1"
"4131","horribilidade","-1"
"4132","hórrido","-1"
"4133","horrífico","-1"
"4134","horripilação","-1"
"4135","horripilante","-1"
"4136","horrível","-1"
"4137","horror","-1"
"4138","horrorizar","-1"
"4140","horroroso","-1"
"4141","hospitaleiro","1"
"4142","hospitalidade","1"
"4143","hostil","-1"
"4144","hostilidade","-1"
"4145","humanidade","1"
"4146","humanista","0"
"4147","humanitário","1"
"4149","humano","1"
"4151","humilde","0"
"4152","humilhado","-1"
"4153","humilhar-se","-1"
"4154","humilhar","1"
"4156","ideal","1"
"4157","idealista","0"
"4158","idílico","0"
"4159","idiota","-1"
"4160","idiotia","-1"
"4161","idiotice","-1"
"4162","idólatra","0"
"4163","idolatrado","1"
"4164","idoneidade","1"
"4165","idôneo","1"
"4166","idóneo","1"
"4167","idoso","0"
"4169","ignaro","-1"
"4170","ignóbil","-1"
"4171","ignomínia","-1"
"4172","ignominioso","-1"
"4173","ignorado","-1"
"4174","ignorância","-1"
"4175","ignorante","-1"
"4176","ignorar","0"
"4178","ignoto","-1"
"4179","igual","0"
"4180","igualitário","0"
"4181","ilegal","-1"
"4182","ilegítimo","-1"
"4183","ilegível","-1"
"4184","ileso","1"
"4185","iletrado","-1"
"4186","ilibado","1"
"4187","ilibar","0"
"4189","iliberal","-1"
"4190","iliteracia","-1"
"4191","iliterato","-1"
"4192","ilógico","-1"
"4193","ilogismo","-1"
"4194","iludido","-1"
"4195","iludir","-1"
"4197","iluminado","1"
"4198","iluminar","1"
"4200","ilusão","-1"
"4201","ilusório","-1"
"4202","ilustrado","1"
"4204","ilustre","1"
"4205","imaculabilidade","1"
"4206","imaculado","1"
"4207","imaculável","0"
"4208","imagético","1"
"4209","imaginativo","0"
"4210","imaginoso","0"
"4211","imaturidade","-1"
"4212","imaturo","-1"
"4213","imbatível","1"
"4214","imbecil","-1"
"4215","imbecilidade","-1"
"4216","imerecido","-1"
"4217","imisericordioso","-1"
"4218","imitador","-1"
"4220","imitar","-1"
"4222","imitativo","-1"
"4224","imobilizado","-1"
"4226","imoderação","-1"
"4227","imoderado","-1"
"4228","imodéstia","-1"
"4229","imodesto","-1"
"4230","imolado","1"
"4231","imoral","-1"
"4232","imoralidade","-1"
"4233","imorigerado","-1"
"4234","imortal","1"
"4235","imortalizado","1"
"4236","imóvel","-1"
"4238","impaciente","-1"
"4239","impagável","1"
"4240","impante","-1"
"4242","imparável","0"
"4243","imparcial","1"
"4245","impassível","0"
"4246","impatriota","-1"
"4247","impávido e sereno","0"
"4248","impávido","1"
"4249","impecabilidade","1"
"4250","impecável","1"
"4251","impecunioso","-1"
"4252","impedido","0"
"4253","impelido","-1"
"4254","impenetrável","-1"
"4255","impenitente","-1"
"4256","imperceptível","-1"
"4257","impercetível","-1"
"4258","imperdoável","-1"
"4259","imperfeição","-1"
"4260","imperfeito","-1"
"4261","imperial","-1"
"4262","imperialista","-1"
"4263","imperiosidade","-1"
"4264","imperioso","-1"
"4265","imperito","-1"
"4266","impermanência","-1"
"4267","impermanente","-1"
"4268","imperscrutável","-1"
"4269","impertérrito","1"
"4270","impertinência","-1"
"4271","impertinente","-1"
"4272","imperturbado","1"
"4273","imperturbável","1"
"4274","impessoal","-1"
"4275","impessoalidade","-1"
"4276","impetuosidade","-1"
"4277","impetuoso","-1"
"4278","impiedade","-1"
"4279","impiedoso","-1"
"4280","ímpio","-1"
"4281","implacável","-1"
"4282","implantado","0"
"4283","implicado","-1"
"4285","implicante","-1"
"4286","implicativo","-1"
"4287","implorante","0"
"4288","implorar","-1"
"4290","implorativo","0"
"4291","impoluto","1"
"4292","imponderação","-1"
"4293","imponderado","-1"
"4294","imponente","1"
"4296","impontual","-1"
"4297","impontualidade","-1"
"4298","impopular","-1"
"4299","impopularidade","-1"
"4300","importunado","-1"
"4301","importuno","-1"
"4302","impossível","-1"
"4304","imposto","-1"
"4306","impostor","-1"
"4307","impostura","-1"
"4308","impotência","-1"
"4309","impotente","-1"
"4310","imprecisão","-1"
"4311","impreciso","-1"
"4312","impregnado","-1"
"4313","impreparado","-1"
"4314","impressionado","0"
"4315","impressionante","0"
"4316","impressionar","1"
"4318","impressionável","-1"
"4320","imprestabilidade","-1"
"4321","imprestável","-1"
"4322","imprevidência","-1"
"4323","imprevidente","-1"
"4324","imprevisível","0"
"4326","improcedência","-1"
"4327","improcedente","-1"
"4328","improducente","-1"
"4329","improdutividade","-1"
"4330","improdutivo","-1"
"4331","improvisador","0"
"4332","imprudência","-1"
"4333","imprudente","-1"
"4334","impudente","-1"
"4335","impudicícia","-1"
"4336","impudico","-1"
"4337","impugnado","-1"
"4338","impulsivo","-1"
"4339","impuro","-1"
"4340","imputado","-1"
"4341","imundície","-1"
"4342","imundo","-1"
"4343","imutável","0"
"4344","inábil","-1"
"4345","inabilidade","-1"
"4346","inabordável","-1"
"4347","inaceitável","-1"
"4348","inacessível","-1"
"4349","inacreditável","0"
"4350","inactividade","-1"
"4351","inactivo","-1"
"4352","inadaptado","-1"
"4353","inadequado","-1"
"4354","inadmissível","-1"
"4355","inalterado","0"
"4356","inamovível","-1"
"4357","inanimação","-1"
"4358","inanimado","-1"
"4359","inânime","-1"
"4360","inaplicado","-1"
"4361","inapresentável","-1"
"4362","inapto","-1"
"4363","inatacável","1"
"4364","inatividade","-1"
"4365","inativo","-1"
"4366","inaudito","1"
"4367","inautenticidade","-1"
"4368","inautêntico","-1"
"4369","incansável","1"
"4370","incapacidade","-1"
"4371","incapaz","-1"
"4372","incaracterístico","-1"
"4373","incauto","-1"
"4374","incendiado","-1"
"4375","incendiário","-1"
"4376","incensador","-1"
"4377","incensurável","1"
"4378","incerteza","-1"
"4379","incerto","-1"
"4380","inchado","-1"
"4381","incipiente","-1"
"4382","incisivo","0"
"4383","incivil","-1"
"4384","incivilidade","-1"
"4385","incivilizado","-1"
"4386","inclemência","-1"
"4387","inclemente","-1"
"4388","ínclito","1"
"4389","incoercível","0"
"4390","incoerência","-1"
"4391","incoerente","-1"
"4392","incógnito","-1"
"4394","incólume","1"
"4395","incomodado","-1"
"4396","incomodar","1"
"4398","incomodativo","-1"
"4399","incomodidade","-1"
"4400","incômodo","-1"
"4401","incómodo","-1"
"4402","incompetência","-1"
"4403","incompetente","-1"
"4404","incompleto","-1"
"4405","incompreensibilidade","-1"
"4406","incompreensível","-1"
"4407","incomum","0"
"4408","inconcebível","-1"
"4410","inconciliável","-1"
"4411","inconcluso","-1"
"4412","inconcusso","1"
"4413","inconfessável","-1"
"4414","inconfidente","-1"
"4415","inconformado","0"
"4416","inconfundível","0"
"4417","incongruência","-1"
"4418","incongruente","-1"
"4419","inconsciência","-1"
"4420","inconsciente","-1"
"4421","inconseqüente","-1"
"4422","inconsequente","-1"
"4423","inconsiderado","-1"
"4424","inconsistência","-1"
"4425","inconsistente","-1"
"4426","inconsolado","-1"
"4427","inconsolável","-1"
"4428","inconstante","-1"
"4429","incontestável","1"
"4430","incontinência","-1"
"4431","incontinente","-1"
"4432","incontrariável","-1"
"4433","incontrolado","-1"
"4434","incontroverso","1"
"4435","inconveniência","-1"
"4436","inconveniente","-1"
"4437","inconversável","-1"
"4438","incorreção","-1"
"4439","incorrecção","-1"
"4440","incorrecto","-1"
"4441","incorreto","-1"
"4442","incorrigível","-1"
"4443","incorrupção","1"
"4444","incorruptibilidade","1"
"4445","incorruptível","1"
"4446","incorrupto","1"
"4447","incrédulo","0"
"4448","incriminar","0"
"4450","incriticável","1"
"4451","incrível","0"
"4452","inculto","-1"
"4453","incultura","-1"
"4454","incumpridor","-1"
"4455","incurável","-1"
"4456","indecência","-1"
"4457","indecente","-1"
"4458","indecifrável","-1"
"4459","indeciso","-1"
"4460","indecoro","-1"
"4461","indecorosidade","-1"
"4462","indecoroso","-1"
"4463","indefectível","1"
"4464","indefenso","-1"
"4465","indeferido","-1"
"4466","indefeso","-1"
"4467","indefetível","1"
"4468","indefinido","-1"
"4469","indelével","0"
"4470","indelicadeza","-1"
"4471","indelicado","-1"
"4472","indemnizado","1"
"4473","independente","0"
"4474","independentista","0"
"4475","inderrotável","1"
"4476","inderrubável","1"
"4477","indescritível","0"
"4478","indesculpável","-1"
"4479","indesejado","-1"
"4480","indesejável","-1"
"4481","indestituível","0"
"4482","indestronável","0"
"4483","indestrutível","1"
"4484","indeterminado","-1"
"4485","indiciado","-1"
"4486","indigente","-1"
"4487","indigesto","-1"
"4488","indigitável","-1"
"4489","indignado","-1"
"4490","indignidade","-1"
"4491","indigno","-1"
"4492","indirecto","-1"
"4494","indireto","-1"
"4496","indisciplina","-1"
"4497","indisciplinado","-1"
"4498","indiscreto","-1"
"4499","indiscrição","-1"
"4500","indiscutível","1"
"4501","indispensável","1"
"4503","indisposição","-1"
"4504","indisposto","-1"
"4505","indissociável","0"
"4506","indistinto","-1"
"4507","inditoso","-1"
"4508","individualista","-1"
"4509","indócil","-1"
"4510","indocilidade","-1"
"4511","indolência","-1"
"4512","indolente","-1"
"4513","indomável","0"
"4514","indominável","-1"
"4515","indómito","-1"
"4516","indubitável","1"
"4517","indulgente","1"
"4518","industrioso","0"
"4519","induzir em erro","-1"
"4520","inebriado","-1"
"4521","inebriante","-1"
"4522","inefável","-1"
"4523","ineficácia","-1"
"4524","ineficaz","-1"
"4525","ineficiência","-1"
"4526","ineficiente","-1"
"4527","inelegível","-1"
"4528","inelutável","1"
"4529","inenarrável","-1"
"4530","inépcia","-1"
"4531","inepto","-1"
"4532","inequívoco","1"
"4533","inércia","-1"
"4534","inerme","-1"
"4535","inerte","-1"
"4536","inescrutável","-1"
"4537","inesgotável","1"
"4539","inesperado","0"
"4540","inesquecível","0"
"4541","inexactidão","-1"
"4542","inexacto","-1"
"4543","inexatidão","-1"
"4544","inexato","-1"
"4545","inexcedível","1"
"4546","inexorável","-1"
"4547","inexperiência","-1"
"4548","inexperiente","-1"
"4549","inexperto","-1"
"4550","inexplicável","-1"
"4551","inexplícito","-1"
"4552","inexpressivo","-1"
"4553","inexprimível","-1"
"4554","infalível","1"
"4555","infamado","-1"
"4556","infamante","-1"
"4557","infame","-1"
"4558","infâmia","-1"
"4559","infantil","-1"
"4560","infantilidade","-1"
"4561","infatigável","1"
"4562","infectado","-1"
"4563","infecundo","-1"
"4564","infelicidade","-1"
"4565","infeliz","-1"
"4566","infernal","-1"
"4567","infernizar a vida a","0"
"4569","infernizar","1"
"4571","infértil","-1"
"4572","infetado","-1"
"4573","infidelidade","-1"
"4574","infiel","-1"
"4575","inflado","-1"
"4576","inflamado","-1"
"4577","inflexibilidade","-1"
"4578","inflexível","-1"
"4579","influenciável","-1"
"4580","influente","1"
"4581","infoexcluído","-1"
"4582","informal","0"
"4583","informe","-1"
"4584","infortunado","-1"
"4585","infortúnio","-1"
"4586","infrene","-1"
"4587","infringir","-1"
"4589","infrutífero","-1"
"4590","infundado","-1"
"4591","ingênuo","-1"
"4592","ingénuo","0"
"4593","ingratidão","-1"
"4594","ingrato","-1"
"4595","inibido","-1"
"4596","inibir-se","-1"
"4597","inibir","1"
"4599","inidoneidade","-1"
"4600","inidóneo","-1"
"4601","inigualável","0"
"4602","inimigo","-1"
"4603","inimitável","0"
"4604","ininteligibilidade","-1"
"4605","ininteligível","-1"
"4606","ininterrupto","0"
"4607","iniquidade","-1"
"4608","iníquo","-1"
"4609","injúria","-1"
"4610","injuriado","-1"
"4611","injuriante","-1"
"4612","injuriar","-1"
"4614","injurioso","-1"
"4615","injustiça","-1"
"4616","injustiçado","0"
"4617","injusto","-1"
"4618","inocente","1"
"4620","inócuo","0"
"4621","inofensivo","0"
"4622","inopinado","0"
"4623","inoportuno","-1"
"4624","inóspito","-1"
"4625","inovação","1"
"4626","inovador","1"
"4627","inqualificação","-1"
"4628","inqualificado","-1"
"4629","inqualificável","-1"
"4630","inquebrantável","-1"
"4631","inquestionável","1"
"4632","inquietação","-1"
"4633","inquietante","-1"
"4634","inquieto","-1"
"4635","insaciado","-1"
"4636","insaciável","0"
"4637","insanidade","-1"
"4638","insano","-1"
"4639","insatisfatório","-1"
"4640","insatisfeito","-1"
"4641","insegurança","-1"
"4642","inseguro","-1"
"4643","insensatez","-1"
"4644","insensato","-1"
"4645","insensibilidade","-1"
"4646","insensível","-1"
"4647","inseparável","0"
"4648","insidioso","-1"
"4649","insigne","1"
"4650","insignificante","-1"
"4651","insinceridade","-1"
"4652","insincero","-1"
"4653","insinuação","-1"
"4654","insinuador","-1"
"4655","insinuante","0"
"4656","insinuativo","-1"
"4657","insinuoso","-1"
"4658","insipidez","-1"
"4659","insípido","-1"
"4660","insipiência","-1"
"4661","insipiente","-1"
"4662","insistente","0"
"4663","insociabilidade","-1"
"4664","insociável","-1"
"4665","insofrido","-1"
"4666","insolência","-1"
"4667","insolente","-1"
"4668","insólito","-1"
"4669","insondável","-1"
"4670","insonso","-1"
"4671","insosso","-1"
"4672","inspiração","1"
"4673","inspirado","1"
"4674","inspirador","1"
"4675","inspirar confiança","1"
"4676","instabilidade","-1"
"4677","instável","-1"
"4678","instigado","-1"
"4679","instintivo","0"
"4680","instruído","1"
"4681","instrutivo","1"
"4682","insubmisso","-1"
"4683","insubordinação","-1"
"4684","insubordinado","-1"
"4685","insubornável","1"
"4686","insubstituível","1"
"4688","insuficiente","-1"
"4689","insulsez","-1"
"4690","insulso","-1"
"4691","insultado","-1"
"4692","insultar","-1"
"4694","insulto","-1"
"4695","insultuoso","-1"
"4696","insuperável","1"
"4697","insuportável","-1"
"4698","insurgente","-1"
"4699","insurrecto","-1"
"4700","insurreto","-1"
"4701","insusceptível","-1"
"4702","insuscetível","-1"
"4703","insuspeito","1"
"4704","intacto","0"
"4705","integridade","1"
"4706","integrista","-1"
"4707","íntegro","1"
"4708","intelectual","0"
"4709","intelectualista","0"
"4710","intelectualóide","-1"
"4711","inteligência","1"
"4712","inteligente","1"
"4713","intemerato","1"
"4714","intemperado","-1"
"4715","intemperamento","-1"
"4716","intempestividade","-1"
"4717","intempestivo","-1"
"4718","intenso","0"
"4719","interceptado","-1"
"4720","intercessor","0"
"4721","intercetado","-1"
"4722","interdito","-1"
"4723","interessante","1"
"4724","interesseiro","-1"
"4725","internado","-1"
"4726","interpretativo","0"
"4727","interrogador","0"
"4728","interrogatório","-1"
"4729","intervencionista","0"
"4730","interveniente","0"
"4731","interventor","0"
"4732","intimidação","-1"
"4733","intimidado","-1"
"4734","intimidador","-1"
"4735","intimidante","-1"
"4736","intimidar","1"
"4738","intimidativo","-1"
"4739","intimidatório","-1"
"4740","intimorato","1"
"4741","intocado","0"
"4742","intocável","0"
"4743","intolerância","-1"
"4744","intolerante","-1"
"4745","intolerável","-1"
"4746","intragável","-1"
"4747","intranquilidade","-1"
"4748","intranquilo","-1"
"4749","intransigência","-1"
"4750","intransigente","-1"
"4751","intratabilidade","-1"
"4752","intratável","-1"
"4753","intrépido e sereno","8"
"4755","intrépido","7"
"4757","intriga","-1"
"4758","intrigante","-1"
"4759","intriguista","-1"
"4760","intrincado","-1"
"4762","intrometer-se","-1"
"4764","intrometido","-1"
"4765","introspectivo","0"
"4766","introspetivo","0"
"4767","introvertido","-1"
"4768","intruso","-1"
"4769","intuitivo","0"
"4770","inumanidade","-1"
"4771","inumano","-1"
"4772","inusitado","0"
"4773","inusual","0"
