"","Word","Feeling"
"1263","brincalhão","0"
"1264","brincar","-1"
"1266","brio","1"
"1267","briosidade","1"
"1268","brioso","1"
"1269","broeiro","0"
"1270","bronco","-1"
"1271","bronquice","-1"
"1272","bronzeado","0"
"1273","brônzeo","0"
"1274","brotado","0"
"1275","brunido","0"
"1276","bruno","-1"
"1278","brusco","-1"
"1279","brutal","-1"
"1280","brutalidade","-1"
"1281","brutidão","-1"
"1282","bruto","-1"
"1283","bruxaria","-1"
"1284","bucha","-1"
"1285","bucólico","0"
"1286","budista","0"
"1287","bufismo","-1"
"1288","bufo","-1"
"1289","bulhão","-1"
"1290","bulhento","-1"
"1291","bulício","-1"
"1292","buliçoso","-1"
"1293","burguês","-1"
"1294","burla","-1"
"1295","burlado","-1"
"1296","burlador","-1"
"1297","burlão","-1"
"1298","burlesco","-1"
"1299","burlista","-1"
"1300","burocrático","0"
"1301","burrice","-1"
"1302","burro","-1"
"1303","cabazada","-1"
"1304","cabeça dura","-1"
"1305","cabeçudo","-1"
"1306","cabeludo","0"
"1307","cabisbaixo","-1"
"1308","caboclo","-1"
"1309","cabotino","-1"
"1310","cabralino","0"
"1311","cabrão","-1"
"1312","cábula","-1"
"1313","caçado","-1"
"1314","cacete","-1"
"1315","caceteiro","-1"
"1316","cachaceiro","-1"
"1317","cadastrado","-1"
"1318","cadavérico","-1"
"1319","cadaveroso","-1"
"1320","cadente","-1"
"1321","caduco","-1"
"1322","cafona","-1"
"1323","cafuzo","0"
"1324","cagão","-1"
"1325","cagar-se","-1"
"1326","cagarola","-1"
"1327","cagativo","-1"
"1328","caguinchas","-1"
"1329","caído","-1"
"1330","caipira","-1"
"1331","cair na armadilha","-1"
"1332","cair na boca do lobo","-1"
"1333","cair na ratoeira","-1"
"1334","cair por terra","-1"
"1335","cair","-1"
"1336","calaceiro","-1"
"1337","calado","0"
"1338","calão","-1"
"1339","calar a boca","-1"
"1340","calar o bico","-1"
"1341","calar-se","-1"
"1342","calar","1"
"1344","calcado","-1"
"1345","calculismo","-1"
"1346","calculista","-1"
"1347","calejado","0"
"1348","calhandreiro","-1"
"1349","calhandrice","-1"
"1350","calhorda","-1"
"1351","cálido","0"
"1352","calino","-1"
"1353","calipígio","1"
"1354","calma","1"
"1355","calmante","1"
"1357","calmo","1"
"1358","caloroso","1"
"1359","caloteirismo","-1"
"1360","caloteiro","-1"
"1361","calotismo","-1"
"1362","calúnia","-1"
"1363","caluniado","-1"
"1364","caluniador","-1"
"1365","caluniar","-1"
"1367","cambada","-1"
"1368","cambaleante","-1"
"1369","cambalear","-1"
"1370","camelo","-1"
"1371","camoniano","0"
"1372","campónio","-1"
"1373","canalha","-1"
"1374","canalhice","-1"
"1375","canceroso","-1"
"1376","cancro","-1"
"1377","cândido","0"
"1378","candongueiro","-1"
"1379","candonguice","-1"
"1380","cangalheiro","-1"
"1381","canhestro","-1"
"1382","canibal","-1"
"1383","canino","-1"
"1385","canonizado","0"
"1386","cansado","-1"
"1387","cansativo","-1"
"1388","cantar bem mas não me alegra","-1"
"1389","cantar de galo","-1"
"1390","cantar vitória antes do tempo","-1"
"1391","caótico","-1"
"1392","capacitado","1"
"1393","capaz","1"
"1394","capcioso","-1"
"1395","capenga","-1"
"1396","capitoso","-1"
"1397","capricho","-1"
"1398","caprichoso","-1"
"1399","captar eleitorado","1"
"1400","caquéctico","-1"
"1401","caquético","-1"
"1402","caquexia","-1"
"1403","cara de cu","-1"
"1404","cara de pau","-1"
"1405","caralho","-1"
"1406","caramuleiro","0"
"1407","carapaça","-1"
"1408","caraterístico","0"
"1409","carbonizado","-1"
"1410","carcomido","-1"
"1411","carecer","-1"
"1413","carecido","-1"
"1414","careiro","-1"
"1415","carência","-1"
"1416","carenciado","-1"
"1417","carente","-1"
"1418","caricato","-1"
"1419","caricioso","1"
"1420","caridoso","1"
"1421","carinho","1"
"1422","carinhoso","1"
"1423","carisma","1"
"1424","carismático","1"
"1425","caritativo","1"
"1426","carnal","0"
"1427","carnavalesco","-1"
"1428","carniceiro","-1"
"1429","carola","1"
"1430","carrancudo","-1"
"1431","casadeiro","0"
"1432","casamenteiro","0"
"1433","caseiro","0"
"1434","casmurrice","-1"
"1435","casmurro","-1"
"1436","casquilho","-1"
"1437","cassete","-1"
"1438","castiço","1"
"1439","castigado","-1"
"1440","castigador","-1"
"1441","castigar","1"
"1443","casto","1"
"1444","castração","-1"
"1445","castrador","-1"
"1446","castrar","1"
"1448","catalepsia","-1"
"1449","catano","-1"
"1450","cataplexia","-1"
"1451","catarro","-1"
"1452","catastrófico","-1"
"1453","catatonia","-1"
"1454","categórico","1"
"1456","catinguento","-1"
"1457","catita","0"
"1458","cativante","1"
"1459","cativar","1"
"1461","cativo","-1"
"1463","católico","0"
"1464","caturra","-1"
"1465","caturrice","-1"
"1466","caudaloso","0"
"1467","causador","-1"
"1468","causticação","-1"
"1469","causticante","-1"
"1470","causticidade","-1"
"1471","cáustico","-1"
"1472","cauteloso","1"
"1473","cauto","1"
"1474","cavalheiresco","1"
"1475","cavalheirismo","1"
"1476","cavalheiro","1"
"1477","cavaqueador","0"
"1478","cavaquista","0"
"1479","cavernícola","-1"
"1480","cavernoso","-1"
"1481","caviloso","-1"
"1482","ceder","-1"
"1484","cego","-1"
"1485","cegueira","-1"
"1486","cegueta","-1"
"1487","celebrado","0"
"1488","célebre","1"
"1489","celerado","-1"
"1490","celestial","1"
"1491","censurado","-1"
"1492","censurador","0"
"1493","censurar","0"
"1495","centralizador","0"
"1496","cepo","-1"
"1497","céptico","0"
"1498","cercado","-1"
"1499","cerebral","0"
"1500","cerebrino","0"
"1501","cerimonial","0"
"1502","cerimonioso","0"
"1503","cerrado","0"
"1504","certeiro","1"
"1505","certificado","1"
"1507","certo nas contas","1"
"1508","certo","1"
"1509","cético","0"
"1510","chalaceiro","-1"
"1511","chalado","-1"
"1512","chamado","0"
"1513","chamar nomes a","0"
"1515","chamar os bois pelos nomes","1"
"1516","chamativo","1"
"1517","chamuscado","-1"
"1518","chanfrado","-1"
"1519","chantagista","-1"
"1520","charlatanice","-1"
"1521","charlatão","-1"
"1522","charme","1"
"1523","charmoso","1"
"1524","chateado","-1"
"1525","chatear","0"
"1527","chatice","-1"
"1528","chato","-1"
"1529","chauvinismo","-1"
"1530","chauvinista","-1"
"1531","chavão","-1"
"1532","cheio de nove horas","-1"
"1533","cheirar a mofo","-1"
"1534","cheiroso","1"
"1535","chibante","-1"
"1536","chicaneiro","-1"
"1537","chico esperto","-1"
"1538","chicoteador","-1"
"1539","chifrudo","-1"
"1540","chinesada","-1"
"1541","chinesice","-1"
"1542","chinfrim","-1"
"1543","chinfrim","-1"
"1544","chinfrineiro","-1"
"1545","chique","1"
"1546","chistoso","0"
"1547","chocalheiro","-1"
"1548","chocar","-1"
"1550","chocarreiro","-1"
"1551","chochice","-1"
"1552","chocho","-1"
"1553","choco","-1"
"1554","choné","-1"
"1555","choramingão","-1"
"1556","choramingar","-1"
"1557","choramingas","-1"
"1558","chorão","-1"
"1559","chorar sobre o leite derramado","-1"
"1560","chorar","-1"
"1561","choroso","-1"
"1562","chulo","-1"
"1563","chumbado","-1"
"1564","chumbar","-1"
"1565","chunga","-1"
"1566","chupado","-1"
"1567","chupador","-1"
"1568","chupismo","-1"
"1569","chupista","-1"
"1570","ciceroniano","0"
"1571","ciente","1"
"1572","cigano","-1"
"1573","cilindrado","-1"
"1574","cilíndrico","-1"
"1576","cinéfilo","0"
"1577","cínico","-1"
"1578","cinza","0"
"1579","cinzento","0"
"1580","cioso","-1"
"1581","circuncidado","0"
"1582","circunciso","0"
"1583","circunspecto","1"
"1584","circunstancial","0"
"1585","circunstante","0"
"1586","cisma","-1"
"1587","cismado","-1"
"1588","cismático","-1"
"1589","cisterciense","0"
"1590","citadino","0"
"1591","ciúme","-1"
"1592","ciumento","-1"
"1593","cívico","1"
"1594","civilista","0"
"1595","civilizado","1"
"1596","clamoroso","-1"
"1597","clandestino","-1"
"1598","clarificado","0"
"1599","clarificador","1"
"1600","clarista","0"
"1601","clarividência","1"
"1602","clarividente","1"
"1603","claudicante","-1"
"1604","claustrofobia","-1"
"1605","clemência","1"
"1606","clemente","1"
"1607","cleptomania","-1"
"1608","cleptomaníaco","-1"
"1609","cleptómano","-1"
"1610","coagido","-1"
"1611","coagir","-1"
"1613","coartado","-1"
"1614","cobarde","-1"
"1615","cobardia","-1"
"1616","cobardola","-1"
"1617","cobiça","-1"
"1618","cobiçado","0"
"1619","cobiçoso","-1"
"1620","cocainomania","-1"
"1621","cocainómano","-1"
"1622","codificado","0"
"1623","coercivo","-1"
"1624","coerência","1"
"1625","coerente","1"
"1626","coeso","1"
"1627","cogitabundo","-1"
"1628","cogitação","-1"
"1629","cogitativo","-1"
"1630","cognominado","0"
"1631","coio","-1"
"1632","coitado","-1"
"1633","colaboracionista","-1"
"1634","colapso","-1"
"1635","cólera","-1"
"1636","colérico","-1"
"1637","colocado","0"
"1638","colocar o dedo na ferida","1"
"1639","colonialista","0"
"1640","coloquial","0"
"1641","colossal","0"
"1642","comandita","-1"
"1643","combalido","-1"
"1644","combalimento","-1"
"1645","combatente","0"
"1646","combater o desemprego","1"
"1647","combativo","0"
"1648","comédia","-1"
"1649","comedido","1"
"1650","comedor","-1"
"1651","comer gato por lebre","-1"
"1652","comer o pão que o diabo amassou","-1"
"1653","comezinho","0"
"1654","comichento","-1"
"1655","comichoso","-1"
"1656","cómico","0"
"1657","comilão","-1"
"1658","comodismo","-1"
"1659","comodista","-1"
"1660","comovente","0"
"1661","compactuar","-1"
"1663","comparsa","-1"
"1664","compassivo","1"
"1665","compelido","-1"
"1666","compelir","-1"
"1668","compenetrado","0"
"1669","competência","1"
"1670","competente","1"
"1671","competitivo","0"
"1672","compincha","1"
"1673","complacência","1"
"1674","complacente","1"
"1675","complexado","-1"
"1676","complicado","-1"
"1677","complicar a vida a","1"
"1679","composto","1"
"1681","comprado","-1"
"1683","comprar gato por lebre","-1"
"1684","compreensão","1"
"1685","compreensível","1"
"1686","compreensivo","1"
"1687","comprometedor","-1"
"1688","comprometido","0"
"1689","compromissado","0"
"1690","compulsivo","-1"
"1691","compungido","-1"
"1692","comuna","-1"
"1693","comunicativo","1"
"1694","conceituado","1"
"1695","conceituoso","-1"
"1696","concertado","1"
"1697","conciliador","1"
"1698","conciso","1"
"1699","concordante","1"
"1700","concreto","1"
"1701","concupiscente","0"
"1702","condenado","-1"
"1703","condenar","0"
"1705","condenável","-1"
"1706","condescendência","-1"
"1707","condescendente","0"
"1708","condicionado","0"
"1709","condoído","-1"
"1710","condoreiro","-1"
"1711","confiado","0"
"1712","confiança","1"
"1713","confiante","1"
"1714","confiar","0"
"1716","confiável","1"
"1717","confinado","0"
"1718","conflituosidade","-1"
"1719","conflituoso","-1"
"1720","conformado","-1"
"1721","conformar-se","-1"
"1722","conformista","-1"
"1723","confortador","1"
"1724","confortante","1"
"1725","confortável","0"
"1726","confrangedor","-1"
"1727","confranger-se","-1"
"1728","confrontar","1"
"1730","confundido","-1"
"1731","confundir alhos com bugalhos","-1"
"1732","confundir-se","-1"
"1733","confundir","0"
"1735","confusão","-1"
"1736","confuso","-1"
"1737","congelado","-1"
"1739","congestão","-1"
"1740","congestionado","-1"
"1741","congratular","0"
"1743","congruência","1"
"1744","congruente","1"
"1745","conhecedor","1"
"1746","conivente","-1"
"1747","conluiado","-1"
"1748","conquistador","0"
"1749","conquistar terreno a","1"
"1751","conquistar","1"
"1753","consagrado","1"
"1754","consciência","1"
"1755","consciencial","0"
"1756","consciencioso","1"
"1757","consciente","1"
"1758","cônscio","1"
"1759","conseguir um grande feito","1"
"1760","consentâneo","1"
"1761","consequente","1"
"1763","consertado","1"
"1764","conservado","1"
"1765","conservador","0"
"1766","considerativo","1"
"1767","consistente","1"
"1768","consolado","0"
"1769","conspicuidade","1"
"1770","conspícuo","1"
"1771","conspiração","-1"
"1772","conspirador","-1"
"1773","conspirativo","-1"
"1774","conspurcar","-1"
"1776","constante","1"
"1777","consternação","-1"
"1778","consternado","-1"
"1779","consternador","-1"
"1780","consternar","-1"
"1782","constipado","-1"
"1783","constitutivo","0"
"1784","constrangedor","-1"
"1785","constranger","-1"
"1787","constrangido","-1"
"1788","constrangimento","-1"
"1789","construtivo","1"
"1790","consumado","1"
"1792","consumido","-1"
"1793","consumir-se","-1"
"1794","consumista","-1"
"1795","contactável","0"
"1796","contagiado","-1"
"1797","contagioso","-1"
"1798","contaminar","-1"
"1800","contemplador","0"
"1801","contemplativo","0"
"1802","contemporizador","0"
"1803","contemporizante","0"
"1804","contendedor","-1"
"1805","contendente","-1"
"1806","contentar-se com pouco","-1"
"1807","contente","1"
"1808","contestado","-1"
"1809","contestar","0"
"1811","contido","-1"
"1813","contingente","-1"
"1814","contorcer-se","-1"
"1815","contracto","-1"
"1816","contradizer-se","-1"
"1817","contraído","-1"
"1819","contrair-se","-1"
"1820","contranaturo","-1"
"1821","contrapor","1"
"1823","contrariado","-1"
"1824","contrariar","1"
"1826","contribuidor","0"
"1827","contristação","-1"
"1828","contristado","-1"
"1829","contrito","-1"
"1830","controlado","1"
"1831","controlador","-1"
"1832","controlar","1"
"1834","controvérsia","-1"
"1835","controverso","-1"
"1836","controvertido","-1"
"1837","contumaz","-1"
"1838","contundência","-1"
"1839","contundente","-1"
"1840","contundido","-1"
"1841","contuso","-1"
"1842","convencido","0"
"1843","conversa fiada","1"
"1844","conversadeiro","0"
"1845","conversador","0"
"1846","convertido","0"
"1847","convicção","1"
"1848","convicto","0"
"1849","convidativo","1"
"1850","convincente","1"
"1851","convivente","1"
"1852","convulsivo","-1"
"1853","cooperador","1"
"1854","cooperante","1"
"1855","cooperativista","0"
"1856","coquete","-1"
"1857","corado","0"
"1858","coragem","1"
"1859","corajoso","1"
"1860","corcovado","-1"
"1861","corcunda","-1"
"1862","cordato","1"
"1863","cordeiro","0"
"1864","cordial","1"
"1865","cordialidade","1"
"1866","cornudo","-1"
"1867","cornuto","-1"
"1868","corporativista","0"
"1869","corpulento","0"
"1870","correção","1"
"1871","correcção","1"
"1872","correcto","1"
"1873","correr a toque de caixa","-1"
"1874","correto","1"
"1875","corrido","-1"
"1876","corrigir","1"
"1878","corriqueiro","-1"
"1879","corroer-se","-1"
"1881","corroer","-1"
"1883","corromper","-1"
"1885","corrompido","-1"
"1886","corrosivo","-1"
"1887","corrupção","-1"
"1888","corruptível","-1"
"1889","corruptivo","-1"
"1890","corrupto","-1"
"1891","corruptor","-1"
"1892","cortado","-1"
"1893","cortar na casaca de","-1"
"1895","cortar o pio a","1"
"1897","cortejado","0"
"1898","cortês","1"
"1899","cortesão","1"
"1900","cortesia","1"
"1901","coruja","0"
"1902","coscuvilheiro","-1"
"1903","cósmico","0"
"1904","cosmopolita","1"
"1905","cosmopolítico","1"
"1906","cotado","1"
"1908","covarde","-1"
"1909","covardia","-1"
"1910","coveiro","-1"
"1911","coxo","-1"
"1912","crápula","-1"
"1913","crapuloso","-1"
"1914","craque","1"
"1915","crasso","-1"
"1916","credibilidade","1"
"1917","credível","1"
"1918","crédulo","0"
"1919","crente","0"
"1920","crescido","1"
"1922","crescidote","0"
"1923","cretinice","-1"
"1924","cretinismo","-1"
"1925","cretino","-1"
"1926","cretinóide","-1"
"1927","criacionista","0"
"1928","criancice","-1"
"1929","criatividade","1"
"1930","criativo","1"
"1931","criminalidade","-1"
"1932","criminoso","-1"
"1933","crisólogo","1"
"1934","crisóstomo","1"
"1935","crispação","-1"
"1936","crispado","-1"
"1937","crispar-se","-1"
"1938","crispar","1"
"1940","cristalino","1"
"1941","cristão","0"
"1942","criterioso","1"
"1943","criticar","0"
"1945","criticável","-1"
"1946","crítico","0"
"1947","crivado","-1"
"1948","crível","1"
"1949","cromo","-1"
"1950","crônico","0"
"1951","cru","-1"
"1952","crucial","0"
"1953","crucificador","-1"
"1954","crucificar","1"
"1956","cruel","-1"
"1957","crueldade ","-1"
"1958","crueza","-1"
"1959","cruzar os braços","-1"
"1960","cuidado","1"
"1962","cuidadoso","1"
"1963","culpa","-1"
"1964","culpabilizar","0"
"1966","culpado","-1"
"1967","culpar","0"
"1969","culpas","-1"
"1970","culposo","-1"
"1971","cultivado","1"
"1972","culto","1"
"1973","cultura democrática","1"
"1974","cúmplice","0"
"1975","cumpridor","1"
"1976","curado","1"
"1977","curativo","0"
"1978","curial","1"
"1979","curioso","0"
"1980","curtido","1"
"1981","curto de vistas","-1"
"1982","curto","0"
"1983","curvado","-1"
"1984","curvar-se","-1"
"1986","curvilíneo","-1"
"1987","curvo","-1"
"1988","cuspido","-1"
"1989","custoso","0"
"1990","dadivoso","1"
"1991","dado","0"
"1993","daltónico","-1"
"1994","danado","-1"
"1995","danificado","-1"
"1996","danoso","-1"
"1997","dar à língua","-1"
"1998","dar à sola","-1"
"1999","dar à soleta","-1"
"2000","dar a volta ao miolo","-1"
"2001","dar alegrias a","1"
"2003","dar ao pé","-1"
"2004","dar bandeira","-1"
"2005","dar barraca","-1"
"2006","dar cabo da vida a","-1"
"2008","dar cabo de","1"
"2010","dar com a boca no trombone","-1"
"2011","dar com a língua nos dentes","-1"
"2012","dar com os burros na água","-1"
"2013","dar com os pés a","-1"
"2015","dar conta do recado","1"
"2016","dar de frosques","-1"
"2017","dar graxa a","-1"
"2019","dar no duro","1"
"2020","dar o corpo ao manifesto","-1"
"2021","dar o dito por não dito","-1"
"2022","dar o golpe a","-1"
"2024","dar o golpe do baú","-1"
"2025","dar o litro","1"
"2026","dar o primeiro passo","1"
"2027","dar palmadinhas nas costas a","-1"
"2029","dar pontapés na gramática","-1"
"2030","dar tiros nos pés","-1"
"2031","dar um baile a","1"
"2033","dar um banho a","1"
"2035","dar um banho de cultura a","1"
"2037","dar um pontapé no cu a","-1"
"2039","dar um show de bola","1"
"2040","dar um tiro no pé","-1"
"2041","dar uma banhada a","1"
"2043","dar uma coça a","1"
"2045","dar uma lição a","1"
"2047","dar uma lição de moral a","1"
"2049","dar uma malha a","1"
"2051","dar uma mãozinha a","1"
"2053","dar uma no cravo e outra na ferradura","-1"
"2054","dar uma surra a","1"
"2056","dar voltas no caixão","-1"
"2057","dardejante","0"
"2058","dávida","1"
"2059","deambulação","-1"
"2060","deambulante","-1"
"2061","deambular","-1"
"2062","debandado","-1"
"2063","débil","-1"
"2064","debilidade","-1"
"2065","debilitação","-1"
"2066","debilitado","-1"
"2067","debilitar","1"
"2069","debochado","-1"
"2070","deboche","-1"
"2071","decadência","-1"
"2072","decadente","-1"
"2073","decadentista","-1"
"2074","decaído","-1"
"2075","decapitar","1"
"2077","decência","1"
"2078","decente","1"
"2079","decepado","-1"
"2080","decepar","1"
"2082","decepção","-1"
"2083","decepcionado","-1"
"2084","decepcionante","-1"
"2085","decepcionar","-1"
"2087","decidido","1"
"2089","decisivo","0"
"2090","decoro","1"
"2091","decoroso","1"
"2092","decrepidez","-1"
"2093","decrépito","-1"
"2094","dedicação","1"
"2095","dedicado","1"
"2096","defeituoso","-1"
"2097","defensiva","-1"
"2098","defensor","1"
"2100","deferente","1"
"2101","deferido","1"
"2102","defesso","-1"
"2103","deficiente","-1"
"2104","definhado","-1"
"2105","definhamento","-1"
"2106","deformação","-1"
"2107","deformado","-1"
"2108","defraudar as expectativas de","-1"
"2110","defraudar","-1"
"2112","defunto","-1"
"2113","degenerado","-1"
"2114","degradado","-1"
"2115","degradante","-1"
"2116","degredado","-1"
"2117","degredo","-1"
"2118","deicida","-1"
"2119","deitar achas na fogueira","-1"
"2120","deitar água na fervura","1"
"2121","deitar as unhas a","-1"
"2122","deitar foguetes antes da festa","-1"
"2123","deitar lenha na fogueira","-1"
"2124","deitar poeira aos olhos a","-1"
"2126","deitar poeira para os olhos de","-1"
"2128","deitar tudo a perder","-1"
"2129","deitar tudo para trás das costas","-1"
"2130","deitar tudo por água abaixo","-1"
"2131","deixar com as calças na mão","-1"
"2133","deixar com as mãos a abanar","-1"
"2135","deixar de rastos","-1"
"2137","deixar muito a desejar","-1"
"2138","deixar o barco à deriva","-1"
"2139","deixar o país de tanga","-1"
"2140","deixar tudo para depois","-1"
"2141","deixar-se levar","-1"
"2142","delambido","-1"
"2143","deleitoso","1"
"2144","deletério","-1"
"2145","delgado","0"
"2146","delicadeza","1"
"2147","delicado","1"
"2148","delicioso","1"
"2149","delinquência","-1"
"2150","delinquente","-1"
"2151","delirar","-1"
"2152","delituoso","-1"
"2153","demagogia","-1"
"2154","demagógico","-1"
"2155","demagogo","-1"
"2156","demarcado","-1"
"2158","demência","-1"
"2159","demente","-1"
"2160","demérito","-1"
"2161","demitido","-1"
"2162","democracia","1"
"2163","democrata","0"
"2164","democraticidade","1"
"2165","democrático","1"
"2166","démodé","-1"
"2167","demolidor","-1"
"2168","demoníaco","-1"
"2169","demorado","-1"
"2170","denegrido","-1"
"2171","denegrir a imagem de","0"
"2173","denegrir a sua imagem","-1"
"2174","denegrir","0"
"2176","dengoso","-1"
"2177","denodado","1"
"2178","depauperado","-1"
"2179","depenado","-1"
"2180","dependurado","-1"
"2181","deploração","-1"
"2182","deplorável","-1"
"2183","deportado","-1"
"2184","deposto","-1"
"2185","depravação","-1"
"2186","depravado","-1"
"2187","depravador","-1"
"2188","depreciado","-1"
"2189","depreciar","-1"
"2191","depreciativo","-1"
"2192","depressão maníaca","-1"
"2193","depressão","-1"
"2194","depressivo","-1"
"2195","depressor","-1"
"2196","deprimência","-1"
"2197","deprimente","-1"
"2198","deprimido","-1"
"2199","depurado","0"
"2200","derramado","-1"
"2201","derreado","-1"
"2202","derreamento","-1"
"2203","derrear","1"
"2205","derreter","1"
"2207","derrota","-1"
"2208","derrotado","-1"
"2209","derrotar","1"
"2211","derrotismo","-1"
"2212","derrotista","-1"
"2213","derrubado","-1"
"2214","derrubar","1"
"2216","desabonado","-1"
"2217","desabrido","-1"
"2218","desabrigado","-1"
"2219","desabusado","-1"
"2220","desacompanhado","-1"
"2221","desacordado","-1"
"2222","desacreditado","-1"
"2223","desacreditar","1"
"2225","desactualizado","-1"
"2226","desadaptado","-1"
"2227","desafectado","1"
"2228","desafecto","-1"
"2229","desafetado","1"
"2230","desafeto","-1"
"2231","desafiador","0"
"2232","desafiante","0"
"2233","desafinação","-1"
"2234","desafinado","-1"
"2235","desafogado","1"
"2236","desaforado","-1"
"2237","desaforido","-1"
"2238","desafortunado","-1"
"2239","desagradado","-1"
"2240","desagradável","-1"
"2241","desagradecido","-1"
"2242","desagrado","-1"
"2243","desaire","-1"
"2244","desairoso","-1"
"2245","desajeitado","-1"
"2246","desajustado","-1"
"2247","desalentado","-1"
"2248","desalento","-1"
"2249","desalinhado","-1"
"2250","desalinhamento","-1"
"2251","desalmado","-1"
"2252","desalojado","-1"
"2253","desamparado","-1"
"2254","desamparo","-1"
"2255","desancar","1"
"2257","desanimação","-1"
"2258","desanimado","-1"
"2259","desanimador","-1"
"2260","desânimo","-1"
"2261","desapaixonado","-1"
"2262","desaparafusado","-1"
"2263","desaparecer do mapa","-1"
"2264","desaparecido","-1"
"2265","desapegado","-1"
"2266","desapiedado","-1"
"2267","desapontado","-1"
"2268","desapontador","-1"
"2269","desapossado","-1"
"2270","desapropriado","-1"
"2271","desaprovador","-1"
"2272","desaproveitado","-1"
"2273","desarmante","1"
"2274","desarmar","1"
"2276","desarranjado","-1"
"2277","desarrazoado","-1"
"2278","desarrumado","-1"
"2279","desarticulado","-1"
"2280","desassisado","-1"
"2281","desassombrado","0"
"2282","desassossegado","-1"
"2283","desassossego","-1"
"2284","desastrado","-1"
"2285","desastre","-1"
"2286","desastroso","-1"
"2287","desatado","0"
"2288","desatento","-1"
"2289","desatinado","-1"
"2290","desatualizado","-1"
"2291","desaustinado","-1"
"2292","desavergonhado","-1"
"2293","desavisado","-1"
"2294","desbaratado","-1"
"2295","desbaratador","-1"
"2296","desbocado","-1"
"2297","desbocamento","-1"
"2298","desbotado","-1"
"2299","desbragado","-1"
"2300","desbravador","0"
"2301","descabelado","-1"
"2302","descabelar-se","-1"
"2303","descabelar","1"
"2305","descabido","-1"
"2306","descadeirado","-1"
"2307","descalabro","-1"
"2308","descalço","-1"
"2309","descamisado","-1"
"2310","descansado","0"
"2311","descarado","-1"
"2312","descaramento","-1"
"2313","descarnado","-1"
"2314","descascado","-1"
"2315","descautelado","-1"
"2316","descer ao mais baixo nível","-1"
"2317","descer nas sondagens","-1"
"2318","descerimonioso","1"
"2319","descerrado","-1"
"2320","desclassificado","-1"
"2321","descobridor","0"
"2322","descomedido","-1"
"2323","descomedimento","-1"
"2324","descomplexado","1"
"2325","descomprometido","0"
"2326","descompromissado","0"
"2327","desconcentração","-1"
"2328","desconcentrado","-1"
"2329","desconcertado","-1"
"2330","desconexo","-1"
"2331","desconfiado","-1"
"2332","desconfortável","-1"
"2333","desconhecedor","-1"
"2334","desconsideração","-1"
"2335","desconsiderado","0"
"2336","desconsolação","-1"
"2337","desconsolado","-1"
"2338","descontentamento","-1"
"2339","descontente","-1"
"2340","descontraído","1"
"2341","descontrolado","-1"
"2342","descontrolo","-1"
"2343","descoordenação","-1"
"2344","descoordenado","-1"
"2345","descorado","-1"
"2346","descoroçoado","-1"
"2347","descortês","-1"
"2348","descortesia","-1"
"2349","descrente","0"
"2350","descuidado","-1"
"2351","descuido","-1"
"2352","desculpado","0"
"2353","desculpável","0"
"2354","desdém","-1"
"2355","desdenhar","-1"
"2357","desdenhoso","-1"
"2358","desdentado","-1"
"2359","desdito","-1"
"2360","desditoso","-1"
"2361","desejável","1"
"2362","deselegância","-1"
"2363","deselegante","-1"
"2364","desembaraçado","1"
"2365","desemparelhado","-1"
"2366","desempenado","1"
"2367","desempregado","-1"
"2368","desemprego","-1"
"2369","desencalhado","0"
"2370","desencalhe ","-1"
"2371","desencaminhado","-1"
"2372","desencaminhador","-1"
"2373","desencaminhamento","-1"
"2374","desencantado","0"
"2375","desencontrado","-1"
"2376","desengonçado","-1"
"2377","desengraçado","-1"
"2378","desenrascado","1"
"2379","desenvencilhado","1"
"2380","desenvolto","1"
"2381","desenvoltura","1"
"2382","desenxabidez","-1"
"2383","desenxabido","-1"
"2384","desequilibrado","-1"
"2385","desequilíbrio","-1"
"2386","desertar","-1"
"2387","desertor","-1"
"2388","desesperado","-1"
"2389","desesperança","-1"
"2390","desesperançado","-1"
"2391","desespero","-1"
"2392","desestabilizador","-1"
"2393","desfalcar","-1"
"2395","desfalecido","-1"
"2396","desfasado","-1"
"2397","desfavorecido","-1"
"2398","desfeito","-1"
"2399","desfigurado","-1"
"2400","desforrar-se","1"
"2402","desfrutado","1"
"2403","desgarrado","-1"
"2404","desgastado","-1"
"2405","desgaste","-1"
"2406","desgosto","-1"
"2407","desgostoso","-1"
"2408","desgovernação","-1"
"2409","desgovernado","-1"
"2410","desgoverno","-1"
"2411","desgraça","-1"
"2412","desgraçado","-1"
"2413","desgracioso","-1"
"2414","desgrenhado","-1"
"2415","desidratação","-1"
"2416","desiludido","-1"
"2417","desimpedido","0"
"2418","desinfeliz","-1"
"2419","desinformação","-1"
"2420","desinformado","-1"
"2421","desinibido","1"
"2422","desinstruído","-1"
"2423","desinteressado","-1"
"2424","desinteressante","-1"
"2425","desinteresse","-1"
"2426","desistir","-1"
"2428","deslambido","-1"
"2429","deslavado","-1"
"2430","desleal","-1"
"2431","deslealdade","-1"
"2432","desleixado","-1"
"2433","desleixar-se","-1"
"2434","desleixo ","-1"
"2435","desligado","-1"
"2436","deslocado","-1"
"2437","deslumbrante","1"
"2438","deslumbrar","1"
"2440","desmaiado","-1"
"2441","desmanchado","-1"
"2442","desmantelado","-1"
"2443","desmascarar","1"
"2445","desmazelado","-1"
"2446","desmazelamento","-1"
"2447","desmazelo","-1"
"2448","desmedido","-1"
"2449","desmemoriado","-1"
